4094.034550 -0.00999  0.03495 1
4094.040123  0.06222  0.03427 1
4094.045696 -0.00196  0.03659 1
4095.029163 -0.05273  0.03852 1
4095.033884 -0.01897  0.03856 1
4095.039450 -0.02486  0.03714 1
4095.045017 -0.04932  0.03856 1
4096.011868 -0.02274  0.03381 1
4096.016595 -0.04965  0.03362 1
4096.021323 -0.02535  0.03361 1
4096.026050  0.04564  0.03300 1
4096.030777  0.00516  0.03329 1
4096.036350 -0.00021  0.03293 1
4096.041926  0.00010  0.03380 1
4096.047499 -0.01791  0.03554 1
4116.957133  0.01991  0.03715 1
4116.961856  0.04073  0.03724 1
4116.976869  0.00396  0.03769 1
4116.982435  0.02314  0.03589 1
4116.988001 -0.00327  0.03678 1
4116.993568 -0.00637  0.03624 1
4116.999136  0.03611  0.03676 1
4117.004705 -0.03666  0.03752 1
4117.010271 -0.01057  0.03642 1
4117.015840  0.01053  0.03571 1
4117.021409 -0.00659  0.03552 1
4117.026979  0.04324  0.03632 1
4117.032548  0.03087  0.03515 1
4117.038118 -0.04990  0.03610 1
4117.043685 -0.00557  0.03515 1
4117.049252  0.07139  0.03574 1
4117.051461  0.06809  0.03640 1
4124.886701 -0.06580  0.03540 1
4124.891429  0.01907  0.03468 1
4124.896158 -0.02440  0.03376 1
4124.900887  0.04965  0.03425 1
4124.905615  0.00742  0.03403 1
4124.910344 -0.02700  0.03337 1
4124.915075  0.01726  0.03302 1
4124.919802  0.00466  0.03246 1
4124.924531  0.00513  0.03205 1
4124.929260  0.00062  0.03160 1
4124.933987  0.01639  0.03117 1
4124.938715  0.00343  0.03122 1
4124.943441 -0.02825  0.03141 1
4124.948167  0.01021  0.03206 1
4124.952898  0.02057  0.03293 1
4124.958473  0.04283  0.03260 1
4124.960672  0.01626  0.03230 1
4124.965412  0.03533  0.03194 1
4124.970142  0.03189  0.03215 1
4124.974870  0.01016  0.03225 1
4124.979603  0.02517  0.03280 1
4124.984332  0.03250  0.03335 1
4124.989059 -0.01455  0.03387 1
4124.993788  0.00668  0.03360 1
4124.998516  0.00580  0.03419 1
4125.003245  0.02165  0.03486 1
4125.007974 -0.00315  0.03430 1
4125.012703 -0.01386  0.03391 1
4125.017431 -0.00134  0.03394 1
4125.022160  0.02167  0.03397 1
4125.026886  0.03622  0.03419 1
4147.831219  0.04755  0.03828 1
4147.835947 -0.03644  0.03783 1
4147.840671 -0.00166  0.03858 1
4147.845399 -0.00660  0.03832 1
4147.850124  0.01282  0.03777 1
4147.854857 -0.00872  0.03869 1
4147.859585 -0.00980  0.03942 1
4147.864314 -0.00136  0.03889 1
4147.869041 -0.01739  0.03887 1
4147.873769 -0.00473  0.03787 1
4147.878495 -0.03225  0.03795 1
4147.883223  0.04628  0.03732 1
4147.887949  0.00032  0.03699 1
4147.893524 -0.05166  0.03712 1
4147.899096 -0.02256  0.03658 1
4147.904668  0.04663  0.03670 1
4147.910238  0.00113  0.03670 1
4147.912447  0.03898  0.03652 1
4147.917173  0.02733  0.03653 1
4147.921900  0.03947  0.03686 1
4147.926627 -0.00619  0.03736 1
4147.931354 -0.00375  0.03717 1
4147.936082 -0.01893  0.03619 1
4147.940809 -0.00627  0.03587 1
4147.945537  0.00841  0.03644 1
4147.950264  0.02480  0.03691 1
4147.954991 -0.01565  0.03685 1
4147.959719 -0.05873  0.03749 1
4147.964446 -0.01400  0.03756 1
4147.975168  0.05966  0.04193 2
4147.980738 -0.02688  0.04142 2
4148.828089 -0.01982  0.03630 1
4148.832814  0.00079  0.03599 1
4148.837542  0.00062  0.03583 1
4148.842275 -0.03156  0.03532 1
4148.847003 -0.03738  0.03559 1
4148.851732 -0.04663  0.03572 1
4148.856459 -0.02153  0.03608 1
4148.861188  0.03093  0.03632 1
4148.865915  0.03584  0.03573 1
4148.870642 -0.01182  0.03584 1
4148.875369  0.00065  0.03542 1
4148.880096  0.00691  0.03507 1
4148.884819  0.05902  0.03408 1
4148.890391 -0.01279  0.03483 1
4148.895968 -0.01634  0.03535 1
4148.901542 -0.04334  0.03500 1
4148.907114  0.00980  0.03475 1
